L50 Sigma1 Sigma2
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
 12, 2.5, 100
